Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Черкизово,Прошутто [Черкизово],366 кКал,22 г,30 г,2 г
Черкизово,"Рёбрышки ""Сытные"" для Запекания [Черкизово]",416 кКал,13 г,40 г,1 г
Черкизово,"Рёбрышки в Маринаде ""Аппетитные"" [Черкизово]",292 кКал,17 г,24 г,2 г
Черкизово,Рёбрышки в Маринаде [Черкизово],220 кКал,19 г,"14,5 г","3,5 г"
Черкизово,Ребрышки из Корейки Свиные [Черкизово],223 кКал,13 г,19 г,0 г
Черкизово,Ребрышки по-Бельгийски [Черкизово],220 кКал,17 г,"15,5 г",3 г
Черкизово,Рёбрышки по-Бельгийски в Шоколадно-Пивном Соусе [Черкизово],219 кКал,17 г,"15,5 г",3 г
Черкизово,Рулет из Индейки Варено-Копченый [Черкизово],90 кКал,18 г,"1,5 г",4 г
Черкизово,Рулет по-Царски [Черкизово],340 кКал,12 г,32 г,1 г
Черкизово,Рулька в Пиве по-Немецки [Черкизово],140 кКал,16 г,7 г,3 г
Черкизово,Рулька в Специях [Черкизово],375 кКал,13 г,35 г,2 г
Черкизово,Рулька Свиная [Черкизово],322 кКал,13 г,30 г,0 г
Черкизово,Сальчичон Колбаса Сырокопченая [Черкизово],366 кКал,17 г,34 г,1 г
Черкизово,Салями [Черкизово],450 кКал,23 г,38 г,4 г
Черкизово,Салями из Индейки [Черкизово],388 кКал,27 г,28 г,7 г
Черкизово,Салями по-Черкизовски [Черкизово],434 кКал,25 г,34 г,7 г
Черкизово,Салями Фламенко [Черкизово],416 кКал,22 г,35 г,4 г
Черкизово,Сардельки Сытные [Черкизово],196 кКал,10 г,12 г,12 г
Черкизово,Свинина для Жарки [Черкизово],363 кКал,12 г,35 г,0 г
Черкизово,Свинина Домашняя в Специях [Черкизово],521 кКал,11 г,53 г,0 г
Черкизово,Свинина Фермерская [Черкизово],192 кКал,18 г,12 г,3 г
Черкизово,Сервелат Венский [Черкизово],207 кКал,10 г,15 г,8 г
Черкизово,Сервелат Гост [Черкизово],487 кКал,16 г,47 г,0 г
Черкизово,Сервилат Премиум [Черкизово],487 кКал,16 г,47 г,0 г
Черкизово,Сосиска Молочная [Черкизово],249 кКал,10 г,21 г,5 г
Черкизово,Сосиски Аппетитные Классические [Черкизово],216 кКал,10 г,16 г,8 г
Черкизово,Сосиски Венские [Черкизово],239 кКал,11 г,19 г,6 г
Черкизово,Сосиски Докторские [Черкизово],204 кКал,"10,5 г",18 г,0 г
Черкизово,Сосиски Докторские Пмо [Черкизово],225 кКал,10 г,17 г,8 г
Черкизово,Сосиски Классические со Свининой ПМО [Черкизово],193 кКал,11 г,13 г,8 г
Черкизово,Сосиски Копчёные по-Черкизовски [Черкизово],226 кКал,11 г,18 г,5 г
Черкизово,Сосиски Кремлёвские [Черкизово],248 кКал,12 г,20 г,5 г
Черкизово,Сосиски Куриные [Черкизово],180 кКал,12 г,12 г,6 г
Черкизово,Сосиски Молочные [Черкизово],296 кКал,11 г,28 г,0 г
Черкизово,Сосиски Молочные Гост [Черкизово],296 кКал,11 г,28 г,0 г
Черкизово,Сосиски Молочные Оригинальные [Черкизово],176 кКал,10 г,12 г,7 г
Черкизово,Сосиски Молочные по-Черкизовски [Черкизово],249 кКал,10 г,21 г,5 г
Черкизово,Сосиски Мясные по-Черкизовски [Черкизово],287 кКал,12 г,25 г,"3,5 г"
Черкизово,Сосиски Особенные с Говядиной [Черкизово],225 кКал,11 г,17 г,7 г
Черкизово,Сосиски Сливочные [Черкизово],211 кКал,10 г,19 г,0 г
Черкизово,Сосиски Сливочные по-Черкизовски [Черкизово],249 кКал,10 г,21 г,5 г
Черкизово,Сосиски Фермерские [Черкизово],187 кКал,"9,5 г",13 г,8 г
Черкизово,Стейк из Корейки [Черкизово],143 кКал,20 г,7 г,0 г
Черкизово,Стейк из Шейки в Сливочно-Чесночном Маринаде [Черкизово],256 кКал,17 г,20 г,2 г
Черкизово,Стейк из Шейки Свиной [Черкизово],290 кКал,14 г,26 г,0 г
Черкизово,Стейк Свиной на Косточке Чалагач [Черкизово],175 кКал,19 г,11 г,0 г
Черкизово,Суджук Армянский с Коньяком [Черкизово],549 кКал,27 г,49 г,0 г
Черкизово,Уши Свиные с Чесноком [Черкизово],219 кКал,19 г,15 г,2 г
Черкизово,Фарш Говяжий [Черкизово],230 кКал,17 г,18 г,0 г
Черкизово,Фарш Деревенский [Черкизово],290 кКал,14 г,26 г,0 г
Черкизово,Фарш Домашний [Черкизово],303 кКал,15 г,27 г,0 г
Черкизово,Фарш Свиной [Черкизово],363 кКал,12 г,35 г,0 г
Черкизово,Фермерская Корейка [Черкизово],121 кКал,15 г,5 г,4 г
Черкизово,Филе Малое Грудки Индейки [Черкизово],130 кКал,"22,5 г",4 г,0 г
Черкизово,Фрикадельки Домашние [Черкизово],363 кКал,12 г,35 г,0 г
Черкизово,Фрикадельки Классические [Черкизово],144 кКал,17 г,8 г,1 г
Черкизово,Фрикадельки Классические из Говядины [Черкизово],218 кКал,13 г,18 г,1 г
Черкизово,Шашлык из Вырезки Свиной [Черкизово],138 кКал,20 г,6 г,1 г
Черкизово,Шейка Брюссельская [Черкизово],230 кКал,"18,5 г","16,5 г",2 г
Черкизово,Шейка в Маринаде для Запекания [Черкизово],379 кКал,14 г,35 г,2 г
Черкизово,Шейка Парижская [Черкизово],180 кКал,"14,5 г",13 г,2 г
Черкизово,Шейка Свиная [Черкизово],290 кКал,14 г,26 г,0 г
Черкизово,Шейка Свиная в Маринаде [Черкизово],379 кКал,14 г,35 г,2 г
Черкизово,Шницель в Маринаде [Черкизово],311 кКал,15 г,27 г,2 г
Черкизово,Шницель Свиной Охлажденный [Черкизово],130 кКал,19 г,6 г,0 г
Черкизово,Эскалоп в Маринаде [Черкизово],301 кКал,17 г,25 г,2 г
Черкизово,Эскалоп Свиной Охлажденный [Черкизово],217 кКал,16 г,17 г,0 г
Черкизово,Эскалоп Сочный с Пряными Травами [Черкизово],125 кКал,20 г,5 г,0 г
