Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Макдоналдс_(McDonalds),Завтрак МакМаффин с яйцом и сыром [Макдоналдс],275 кКал,16 г,12 г,26 г
Макдоналдс_(McDonalds),Завтрак МакМаффин со свиной котлетой [Макдоналдс],345 кКал,19 г,15 г,33 г
Макдоналдс_(McDonalds),Завтрак МакТост [Макдоналдс],235 кКал,11 г,9 г,28 г
Макдоналдс_(McDonalds),Завтрак МакТост с ветчиной [Макдоналдс],260 кКал,14 г,10 г,28 г
Макдоналдс_(McDonalds),Завтрак Фреш МакМаффин [Макдоналдс],380 кКал,19 г,18 г,35 г
Макдоналдс_(McDonalds),Завтрак Хашбраун [Макдоналдс],140 кКал,1 г,8 г,16 г
Макдоналдс_(McDonalds),Завтрак Чикен Фреш МакМаффин [Макдоналдс],355 кКал,13 г,15 г,42 г
Макдоналдс_(McDonalds),Заправка Цезарь [Макдоналдс],125 кКал,"1,8 г",11 г,"3,7 г"
Макдоналдс_(McDonalds),Згапари [Макдоналдс],367 кКал,"9,7 г",19 г,39 г
Макдоналдс_(McDonalds),Кантрибургер [Макдоналдс],306 кКал,15 г,11 г,36 г
Макдоналдс_(McDonalds),"Капучино (0,2 L) [Макдоналдс]",78 кКал,"3,6 г","4,4 г","5,9 г"
Макдоналдс_(McDonalds),"Капучино (0,3 L) [Макдоналдс]",123 кКал,"5,7 г","6,9 г","9,4 г"
Макдоналдс_(McDonalds),"Капучино без Сахара (0,3 L) [Макдоналдс]",89 кКал,"4,5 г","4,5 г","7,5 г"
Макдоналдс_(McDonalds),"Капучино Большой (0,3 L) [Макдоналдс]",114 кКал,"5,6 г","6,4 г","8,7 г"
Макдоналдс_(McDonalds),"Капучино Гранд (0,4 L) [Макдоналдс]",130 кКал,6 г,7 г,10 г
Макдоналдс_(McDonalds),"Капучино Гранд без Сахара (0,4 L) [Макдоналдс]",156 кКал,"7,2 г","8,8 г",12 г
Макдоналдс_(McDonalds),"Капучино Карамель (0,3 L) [Макдоналдс]",175 кКал,7 г,"6,5 г",24 г
Макдоналдс_(McDonalds),"Капучино Лесной Орех (0,3 L) [Макдоналдс]",175 кКал,7 г,"6,5 г",24 г
Макдоналдс_(McDonalds),Карри [Макдоналдс],158 кКал,"0,7 г","1,3 г","34,4 г"
