Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Овощи_и_зелень,"Брюссельская капуста, вареная, без соли",36 кКал,"2,55 г","0,5 г","4,5 г"
Овощи_и_зелень,"Брюссельская капуста, вареная, с солью",36 кКал,"2,55 г","0,5 г","4,5 г"
Овощи_и_зелень,"Брюссельская капуста, замороженная, вареная, без соли",42 кКал,"3,64 г","0,39 г","4,22 г"
Овощи_и_зелень,"Брюссельская капуста, замороженная, вареная, с солью",42 кКал,"3,64 г","0,39 г","4,22 г"
Овощи_и_зелень,"Брюссельская капуста, замороженная, неприготовленная",41 кКал,"3,78 г","0,41 г","4,06 г"
Овощи_и_зелень,"Брюссельская капуста, сырая",43 кКал,"3,38 г","0,3 г","5,15 г"
Овощи_и_зелень,"Валерианелла, сырая",21 кКал,2 г,"0,4 г","3,6 г"
Овощи_и_зелень,"Вассаби, корень, сырой",109 кКал,"4,8 г","0,63 г","15,74 г"
Овощи_и_зелень,"Виноградные листья, консервированные",69 кКал,"4,27 г","1,97 г","1,81 г"
Овощи_и_зелень,"Виноградные листья, сырые",93 кКал,"5,6 г","2,12 г","6,31 г"
Овощи_и_зелень,Водный шпинат (болотная капуста),19 кКал,"2,6 г","0,2 г","1,03 г"
Овощи_и_зелень,"Водный шпинат (болотная капуста) вареный, без соли",20 кКал,"2,08 г","0,24 г","1,8 г"
Овощи_и_зелень,"Водный шпинат (болотная капуста) вареный, с солью",20 кКал,"2,08 г","0,24 г","1,8 г"
Овощи_и_зелень,Водяной кресс (жеруха),11 кКал,"2,3 г","0,1 г","0,79 г"
Овощи_и_зелень,"Восковая тыква, вареная, без соли",14 кКал,"0,4 г","0,2 г","2,04 г"
Овощи_и_зелень,"Восковая тыква, вареная, с солью",11 кКал,"0,4 г","0,2 г","1,45 г"
Овощи_и_зелень,"Восковая тыква, сырая",13 кКал,"0,4 г","0,2 г","0,1 г"
Овощи_и_зелень,Голубцы овощные по 1-256,95 кКал,"2,2 г","5,2 г","9,7 г"
Овощи_и_зелень,"Горох и лук, замороженные, вареные, без соли",45 кКал,"2,54 г","0,2 г","6,43 г"
Овощи_и_зелень,"Горох и лук, замороженные, вареные, с солью",45 кКал,"2,54 г","0,2 г","6,43 г"
Овощи_и_зелень,"Горох и лук, замороженные, неприготовленные",70 кКал,"3,98 г","0,32 г","10,01 г"
Овощи_и_зелень,"Горох и лук, консервированные",51 кКал,"3,28 г","0,38 г","6,27 г"
Овощи_и_зелень,"Горох и морковь, замороженные, вареные, без соли",48 кКал,"3,09 г","0,42 г","7,02 г"
Овощи_и_зелень,"Горох и морковь, замороженные, вареные, с солью",48 кКал,"3,09 г","0,42 г","7,02 г"
Овощи_и_зелень,"Горох и морковь, замороженные, неприготовленные",53 кКал,"3,4 г","0,47 г","7,75 г"
Овощи_и_зелень,"Горох и морковь, консервированные, без добавления соли",38 кКал,"2,17 г","0,27 г","5,18 г"
Овощи_и_зелень,"Горох и морковь, консервированные, стандартная упаковка",38 кКал,"2,17 г","0,27 г","6,48 г"
Овощи_и_зелень,"Горчица листовая, вареная, без соли",26 кКал,"2,56 г","0,47 г","2,51 г"
Овощи_и_зелень,"Горчица листовая, вареная, с солью",26 кКал,"2,56 г","0,47 г","2,51 г"
Овощи_и_зелень,"Горчица листовая, замороженная, вареная, без соли",19 кКал,"2,27 г","0,25 г","0,31 г"
Овощи_и_зелень,"Горчица листовая, замороженная, вареная, с солью",19 кКал,"2,27 г","0,25 г","0,31 г"
Овощи_и_зелень,"Горчица листовая, замороженная, неприготовленная",20 кКал,"2,49 г","0,27 г","0,11 г"
Овощи_и_зелень,"Горчица листовая, сырая",27 кКал,"2,86 г","0,42 г","1,47 г"
Овощи_и_зелень,"Горчица шпинатная, вареная, без соли",16 кКал,"1,7 г","0,2 г","0,8 г"
Овощи_и_зелень,"Горчица шпинатная, вареная, с солью",16 кКал,"1,7 г","0,2 г","0,8 г"
Овощи_и_зелень,"Горчица шпинатная, сырая",22 кКал,"2,2 г","0,3 г","1,1 г"
Овощи_и_зелень,Гратен из картофеля,134 кКал,"5,06 г","7,59 г","9,46 г"
Овощи_и_зелень,"Гратен из картофеля, домашнего приготовления по рецепту с добавлением маргарина",132 кКал,"5,06 г","7,59 г","9,47 г"
Овощи_и_зелень,"Гратен из картофеля, сухая смесь, неприготовленный",314 кКал,"8,9 г","3,7 г","70,21 г"
Овощи_и_зелень,"Гратен из картофеля, сухая смесь, приготовленный с добавлением воды, молока и масла",93 кКал,"2,3 г","4,12 г","11,94 г"
Овощи_и_зелень,"Грифола курчавая, гриб-баран, мейтаке",31 кКал,"1,94 г","0,19 г","4,27 г"
Овощи_и_зелень,"Джут длинноплодный, вареный, без соли",37 кКал,"3,68 г","0,2 г","5,29 г"
Овощи_и_зелень,"Джут длинноплодный, вареный, с солью",37 кКал,"3,68 г","0,2 г","5,29 г"
Овощи_и_зелень,"Джут длинноплодный, сырой",34 кКал,"4,65 г","0,25 г","5,8 г"
Овощи_и_зелень,Драники картофельные по 1-242,127 кКал,"2,7 г","4,5 г","18,6 г"
Овощи_и_зелень,"Желуди, тушеные, апачи",95 кКал,"6,81 г","3,47 г","8,52 г"
Овощи_и_зелень,"Закуска чау-чау, маринованные огурцы и овощи с горчицей, сладкая",121 кКал,"1,5 г","0,9 г","25,14 г"
Овощи_и_зелень,Запеканка из тыквы по 1-254,137 кКал,"4,1 г","6,1 г","16,3 г"
Овощи_и_зелень,Запеканка капустная по 1-248,114 кКал,"3,1 г","5,2 г","13,5 г"
Овощи_и_зелень,Запеканка картофельная с овощами по 1-248,136 кКал,3 г,"5,9 г","17,5 г"
Овощи_и_зелень,"Зелень кориандра (кинза), сырая",23 кКал,"2,13 г","0,52 г","0,87 г"
Овощи_и_зелень,Икра баклажановая. Консервы,148 кКал,"1,7 г","13,3 г","5,1 г"
Овощи_и_зелень,Икра кабачковая по 1-92,78 кКал,"1,2 г","4,7 г","7,7 г"
Овощи_и_зелень,Икра кабачковая. Консервы,119 кКал,"1,9 г","8,9 г","7,7 г"
Овощи_и_зелень,Икра свекольная по 1-96,119 кКал,"2,3 г","6,8 г","11,7 г"
Овощи_и_зелень,"Имбиря корень маринованный, консервированный, с искуственным подсластителем",20 кКал,"0,33 г","0,1 г","2,23 г"
Овощи_и_зелень,Имбиря корень сырой,80 кКал,"1,82 г","0,75 г","15,77 г"
Овощи_и_зелень,Кабачки жареные по 1-238,88 кКал,"1,1 г","5,9 г","7,5 г"
Овощи_и_зелень,Кабачки запеченные по 1-258,140 кКал,"2,7 г",10 г,"9,7 г"
Овощи_и_зелень,Кабачки припущенные по 1-216,39 кКал,"0,7 г","1,8 г",5 г
Овощи_и_зелень,Кабачки тушенные в сметане по 2-52,69 кКал,1 г,"4,7 г","5,9 г"
Овощи_и_зелень,Кабачки фаршированные овощами по 1-94,130 кКал,"2,3 г","10,5 г","6,3 г"
Овощи_и_зелень,Кабачок,24 кКал,"0,6 г","0,3 г","4,6 г"
Овощи_и_зелень,Кабачок желтый,19 кКал,"1,01 г","0,27 г","2,88 г"
Овощи_и_зелень,"Кабачок желтый вареный, без соли",19 кКал,"1,04 г","0,39 г","2,69 г"
Овощи_и_зелень,"Кабачок желтый вареный, с солью",19 кКал,"1,04 г","0,39 г","2,69 г"
