Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Десерты,Сладкий молочный соус,"84,1 кКал","3,4 г","2,8 г","12,1 г"
Десерты,Сладкое блюдо из риса и творога,"236,4 кКал","11,1 г","5,7 г","37,6 г"
Десерты,Сливки или сметана взбитые,"231,3 кКал","2,4 г","17,3 г","17,5 г"
Десерты,Сливовый соус,"42,4 кКал","0,09 г","0,03 г","11,1 г"
Десерты,Смородина с медом и миндалем,"191,4 кКал","2,6 г","7,2 г",31 г
Десерты,"Смородиновый ""снег""","111,5 кКал","1,3 г","0,1 г","28,1 г"
Десерты,Снежки,"138,2 кКал",4 г,"3,7 г","23,7 г"
Десерты,Соус абрикосовый,"250,9 кКал","0,5 г","0,06 г","66,2 г"
Десерты,"Соус земляничный или малиновый, или вишневый","244,5 кКал","0,5 г","0,2 г","64,1 г"
Десерты,Соус из брусники и сыра,"208,5 кКал","9,1 г","16,3 г","6,8 г"
Десерты,Соус из изюма и миндаля,"144,2 кКал","4,4 г","6,8 г","17,4 г"
Десерты,Соус из какао,"95,9 кКал","3,9 г","3,5 г",13 г
Десерты,Соус из крыжовника,35 кКал,"0,4 г","0,2 г","8,5 г"
Десерты,Соус из яблок и брусники,"174,9 кКал","0,3 г","0,3 г","45,7 г"
Десерты,Соус клюквенный,"67,3 кКал","0,08 г","0,03 г","17,8 г"
Десерты,Соус сметанный,382 кКал,"3,3 г","35,3 г","13,7 г"
Десерты,Соус яблочный,"61,1 кКал","0,1 г","0,09 г",16 г
Десерты,Суфле,"203,2 кКал","5,4 г","12,2 г","19,1 г"
Десерты,"Суфле ванильное, шоколадное, ореховое","212,1 кКал","5,6 г","13,5 г","18,2 г"
Десерты,Сырники с морковью,248 кКал,"9,6 г","14,1 г","22,1 г"
Десерты,Творог апельсиновый,"196,8 кКал","6,1 г","11,7 г","17,8 г"
Десерты,Творожный соус,"118,8 кКал","8,4 г","7,7 г","4,2 г"
Десерты,"Торт ""Вишня в сотах""","234,2 кКал","3,5 г",15 г,"22,7 г"
Десерты,"Торт ""Катерина""","381,2 кКал","4,7 г","22,9 г","41,6 г"
Десерты,"Торт ""Медовый""","322,7 кКал","3,7 г","16,6 г","42,4 г"
Десерты,"Торт ""Мужской идеал""","307,8 кКал","6,7 г","8,7 г","54,1 г"
Десерты,"Торт ""Негр""","268,7 кКал","4,4 г","15,4 г","29,9 г"
Десерты,"Торт ""Почти ""Прага""","350,9 кКал","4,2 г","20,5 г","39,9 г"
Десерты,"Торт ""Прага""","283,5 кКал","5,9 г","12,6 г",39 г
Десерты,"Торт ""Снежная горка""","150,1 кКал",1 г,"11,4 г","11,6 г"
Десерты,"Торт ""Шоколадная мазурка""","301,4 кКал","7,6 г","7,6 г",54 г
Десерты,Торт бисквитный с орехами,"355,3 кКал","11,4 г",15 г,"46,5 г"
Десерты,Торт Зебра»,"270,8 кКал","8,5 г","12,9 г",32 г
Десерты,Торт из картофеля с творогом,169 кКал,"9,1 г","3,9 г","25,9 г"
Десерты,Торт из тыквы,"212,5 кКал","2,6 г","14,5 г",19 г
Десерты,Торт картофельный,"190,5 кКал","5,6 г","5,7 г","31,2 г"
Десерты,Торт печёночный,200 кКал,"8,1 г","14,5 г",10 г
Десерты,Торт Прага»,"326,4 кКал","6,5 г","17,3 г","38,7 г"
Десерты,Торт Черный принц»,"14,8 кКал","0,2 г","1,1 г","1,2 г"
Десерты,Тыква с орехами,"111,4 кКал","3,6 г","0,07 г","25,8 г"
Десерты,Тыква с ревенем,"51,7 кКал","0,8 г","0,09 г","12,8 г"
Десерты,Тыква с фруктами,"81,1 кКал","1,7 г","2,4 г","14,1 г"
Десерты,"Тыква, запеченная с фруктами, по-ижевски (удмуртское национальное блюдо)","106,8 кКал","1,5 г","3,7 г","17,9 г"
Десерты,Тыквенный крем,"144,8 кКал",4 г,"11,2 г","7,4 г"
Десерты,Фаршированные яблоки,"58,1 кКал","3,3 г","1,9 г","7,5 г"
Десерты,Фруктовый маседуан,"205,3 кКал","0,4 г","0,1 г",54 г
Десерты,Холодное из абрикосов,127 кКал,"1,8 г","10,8 г",6 г
Десерты,Чернослив со сливками или сметаной взбитыми,"271,8 кКал","2,5 г","12,6 г","39,6 г"
