Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Хлеб_и_выпечка,"Хлеб из кукурузы, сухая смесь, необогащенная (содержит смесь для кукурузных кексов)",418 кКал,7 г,"12,2 г",63 г
Хлеб_и_выпечка,Хлеб из овсяный хлеб,269 кКал,"8,4 г","4,4 г","44,5 г"
Хлеб_и_выпечка,Хлеб из пшеничных зародышей,188 кКал,"13,16 г",0 г,"28,58 г"
Хлеб_и_выпечка,Хлеб из смеси злаков (цельнозерновой),265 кКал,"13,36 г","4,23 г","35,94 г"
Хлеб_и_выпечка,"Хлеб из смеси злаков, тосты (цельнозерновой)",288 кКал,"14,52 г","4,6 г","39,01 г"
Хлеб_и_выпечка,Хлеб из цельного зерна,252 кКал,"12,45 г","3,5 г","36,71 г"
Хлеб_и_выпечка,"Хлеб из цельного зерна, приготовленный по рецепту",278 кКал,"8,4 г","5,4 г","45,4 г"
Хлеб_и_выпечка,"Хлеб из цельного зерна, тосты",306 кКал,"16,27 г","4,07 г","43,66 г"
Хлеб_и_выпечка,Хлеб пшеничный зерновой (мука в/с и зерно дробленое),228 кКал,"8,6 г","1,4 г","45,1 г"
Хлеб_и_выпечка,Хлеб пшеничный из муки 1 сорта,235 кКал,"7,9 г",1 г,"48,3 г"
Хлеб_и_выпечка,Хлеб пшеничный из муки 2 сорта,228 кКал,"8,6 г","1,3 г","45,2 г"
Хлеб_и_выпечка,Хлеб пшеничный из муки высшего сорта,235 кКал,"7,6 г","0,8 г","49,2 г"
Хлеб_и_выпечка,Хлеб пшеничный из обойной муки,208 кКал,8 г,"1,5 г","40,1 г"
Хлеб_и_выпечка,Хлеб пшеничный паляница (мука 1 сорта),243 кКал,"8,3 г",1 г,"49,9 г"
Хлеб_и_выпечка,Хлеб пшеничный соловецкий (мука 1 и 2 сорта),237 кКал,"8,3 г","1,2 г","47,9 г"
Хлеб_и_выпечка,Хлеб ржано-пшеничный бородинский (мука ржаная обойная и пшеничная 2 сорта),201 кКал,"6,8 г","1,3 г","39,8 г"
Хлеб_и_выпечка,Хлеб ржано-пшеничный рижский (мука ржаная сеяная и пшеничная 1 сорта),232 кКал,"5,6 г","1,1 г","49,4 г"
Хлеб_и_выпечка,Хлеб ржано-пшеничный столовый (ржаная обдирная и пшеничная 2 сорта),201 кКал,"7,7 г","1,4 г","37,7 г"
Хлеб_и_выпечка,Хлеб ржано-пшеничный украинский (мука ржаная обдирная и пшеничная обойная),198 кКал,"6,6 г","1,2 г","39,6 г"
Хлеб_и_выпечка,Хлеб ржаной из обдирной муки,197 кКал,"6,1 г","1,2 г","39,9 г"
Хлеб_и_выпечка,Хлеб ржаной из обойной муки,174 кКал,"6,6 г","1,2 г","33,4 г"
Хлеб_и_выпечка,Хлеб ржаной из сеяной муки,210 кКал,"4,9 г",1 г,"44,8 г"
Хлеб_и_выпечка,"Хлеб с бананом, на маргарине",326 кКал,"4,3 г","10,5 г","53,5 г"
Хлеб_и_выпечка,"Хлеб с изюмом, обогащенный",274 кКал,"7,9 г","4,4 г",48 г
Хлеб_и_выпечка,"Хлеб с изюмом, тосты, обогащенный",297 кКал,"8,6 г","4,8 г","52,2 г"
Хлеб_и_выпечка,Хлеб чиабатта,262 кКал,"7,7 г","3,8 г","47,8 г"
Хлеб_и_выпечка,"Хлеб, белковый, тосты (с глютеном)",270 кКал,"13,2 г","2,4 г","44,8 г"
Хлеб_и_выпечка,"Хлеб, белый, промышленого изготовления, с низким содержанием натрия, без соли",267 кКал,"8,2 г","3,6 г","47,3 г"
Хлеб_и_выпечка,"Хлеб, белый, промышленого изготовления, тосты,с низким содержанием натрия, без соли",293 кКал,9 г,4 г,"54,4 г"
Хлеб_и_выпечка,"Хлеб, бостон коричневый, консервированный",195 кКал,"5,2 г","1,5 г","38,6 г"
Хлеб_и_выпечка,"Хлеб, из цельного зерна, приготовленный по рецепту, тосты",305 кКал,"9,2 г","5,9 г","49,7 г"
Хлеб_и_выпечка,"Хлеб, кукурузная мука, сухая смесь, обогащенный",418 кКал,7 г,"12,2 г",63 г
Хлеб_и_выпечка,"Хлеб, лаваш, белый, необогащенный",275 кКал,"9,1 г","1,2 г","53,5 г"
Хлеб_и_выпечка,"Хлеб, молотая пшеница",260 кКал,"8,7 г","3,9 г",44 г
Хлеб_и_выпечка,"Хлеб, с изюмом, необогащенный",274 кКал,"7,9 г","4,4 г",48 г
Хлеб_и_выпечка,"Хлеб, французский или венский (на закваске)",272 кКал,"10,75 г","2,42 г","49,68 г"
Хлеб_и_выпечка,"Хлеб, французский или венский, тосты (на закваске)",319 кКал,13 г,"2,14 г","58,83 г"
Хлеб_и_выпечка,"Хлебные палочки, простые",412 кКал,12 г,"9,5 г","65,4 г"
Хлеб_и_выпечка,"Хлебные сухарики, кукурузная мука, приготовленный из сухой смеси",179 кКал,"2,9 г","8,8 г",19 г
Хлеб_и_выпечка,"Хлебные сухарики, кукурузная мука, сухая смесь",389 кКал,10 г,"4,2 г","62,4 г"
Хлеб_и_выпечка,"Хлебные сухарики, хлеб из сухой смеси",386 кКал,11 г,"3,4 г",73 г
Хлеб_и_выпечка,"Хлебные сухарики, хлеб приготовленный из сухой смеси",195 кКал,"2,73 г","12,05 г","18,04 г"
Хлеб_и_выпечка,Хлебцы докторские (мука в/с и отруби пшеничные),242 кКал,"8,2 г","2,6 г","46,3 г"
Хлеб_и_выпечка,Шоколадный пирог с шоколадной глазурью,389 кКал,"3,48 г","20,05 г","50,64 г"
Хлеб_и_выпечка,"Шоколадный пирог, приготовленный по рецепту без глазури",371 кКал,"5,3 г","15,1 г","51,8 г"
Хлеб_и_выпечка,"Шоколадный пирог, сухая смесь, пудинг",391 кКал,"4,6 г","8,14 г","77,86 г"
Хлеб_и_выпечка,Яичные рогалики,278 кКал,"10,6 г","2,1 г","50,7 г"
Хлеб_и_выпечка,Яичный хлеб,287 кКал,"9,5 г",6 г,"45,5 г"
Хлеб_и_выпечка,"Яичный хлеб, тосты",315 кКал,"10,5 г","6,6 г","50,1 г"
