Type,Продукт,Калорийность,Белки,Жиры,Углеводы
Бондюэль,Овощная смесь Весенняя [Бондюэль],35 кКал,"2,6 г","0,5 г","4,5 г"
Бондюэль,Овощная смесь для жарки Гавайская [Бондюэль],91 кКал,3 г,"0,5 г","22,7 г"
Бондюэль,Овощная смесь для жарки Индонезийская [Бондюэль],38 кКал,"1,8 г",0 г,"7,8 г"
Бондюэль,Овощная смесь для жарки Китайская [Бондюэль],61 кКал,"2,5 г","0,4 г","11,7 г"
Бондюэль,Овощная смесь для жарки По-деревенски [Бондюэль],65 кКал,"1,7 г","4,6 г","4,4 г"
Бондюэль,Овощная смесь для жарки Полевая [Бондюэль],25 кКал,2 г,"0,4 г","3,3 г"
Бондюэль,Овощная смесь для жарки с рисом и шампиньонами [Бондюэль],58 кКал,"2,5 г","0,3 г","14,7 г"
Бондюэль,Овощная смесь Китайская [Бондюэль],19 кКал,"1,3 г","0,2 г","3,2 г"
Бондюэль,Овощная смесь Летняя в сливочном соусе [Бондюэль],70 кКал,2 г,"2,8 г","9,3 г"
Бондюэль,Овощная смесь Маседуан [Бондюэль],43 кКал,"2,2 г","0,3 г","7,9 г"
Бондюэль,Овощная смесь Мексиканская [Бондюэль],72 кКал,"3,6 г","0,7 г","12,7 г"
Бондюэль,Овощная смесь Минестрон [Бондюэль],51 кКал,"1,9 г","0,7 г","11,8 г"
Бондюэль,Овощная смесь Царская [Бондюэль],20 кКал,"1,4 г","0,3 г","5,1 г"
Бондюэль,Овощное Трио Гриль [Бондюэль],41 кКал,"1,8 г","0,4 г","6,2 г"
Бондюэль,"Овощные Галеты ""Зелёный Букет"" [Бондюэль]",83 кКал,4 г,"4,2 г",6 г
Бондюэль,"Овощные Галеты ""Королевские"" [Бондюэль]",91 кКал,"4,9 г","4,8 г","5,4 г"
Бондюэль,Овощные Галеты Кантри [Бондюэль],97 кКал,"2,9 г","5,1 г","7,6 г"
Бондюэль,Овощные Галеты Ореховая Тыква с Мускатом [Бондюэль],95 кКал,"3,4 г","5,1 г","7,3 г"
Бондюэль,Овощные Галеты Ореховая Тыква с Мускатом [Бондюэль],71 кКал,"2,6 г","3,8 г","5,5 г"
Бондюэль,Овощные Галеты Сицилийские [Бондюэль],106 кКал,5 г,"4,4 г","9,9 г"
Бондюэль,Огурцы маринованные 6-9 см [Бондюэль],20 кКал,1 г,"0,2 г","3,5 г"
Бондюэль,Огурчики по-Дижонски [Бондюэль],71 кКал,"0,5 г","0,2 г",16 г
Бондюэль,Оливки без Косточки [Бондюэль],163 кКал,1 г,17 г,0 г
Бондюэль,Оливки Мансанилья с Анчоусом [Бондюэль],167 кКал,"2,2 г","10,5 г","5,1 г"
Бондюэль,Оливки Мансанилья с Голубым Сыром [Бондюэль],162 кКал,1 г,17 г,"0,1 г"
Бондюэль,Оливки с Голубым Сыром [Бондюэль],167 кКал,"2,2 г","10,5 г","5,1 г"
Бондюэль,Оливки с Косточкой [Бондюэль],160 кКал,"1,4 г","18,2 г","5,1 г"
Бондюэль,Оливки с косточкой / без косточки [Бондюэль],160 кКал,"1,4 г","18,2 г","5,1 г"
Бондюэль,Оливки с Лимоном [Бондюэль],162 кКал,"1,1 г",16 г,"1,6 г"
Бондюэль,Оливье на Пару [Бондюэль],53 кКал,"2,6 г","0,5 г","7,7 г"
Бондюэль,Парижская Смесь [Бондюэль],95 кКал,3 г,"4,5 г","8,5 г"
Бондюэль,Перцы Гриль [Бондюэль],44 кКал,"1,7 г","0,3 г","7,2 г"
Бондюэль,Печеная Фасоль с Южными Томатами [Бондюэль],90 кКал,"3,5 г","1,5 г",14 г
Бондюэль,Печёная Фасоль со Сладким Перцем [Бондюэль],70 кКал,"5,5 г","2,4 г","6,6 г"
Бондюэль,Прованская Смесь с Горошком [Бондюэль],72 кКал,"2,8 г","2,2 г","8,5 г"
Бондюэль,Рататуй по-Провански [Бондюэль],90 кКал,"1,3 г",6 г,6 г
Бондюэль,Ростки фасоли Мунго [Бондюэль],14 кКал,"1,5 г","0,1 г","1,8 г"
Бондюэль,Сабджи [Бондюэль],102 кКал,"10,3 г","4,1 г","5,5 г"
Бондюэль,Салат-коктейль Гавайский маринованный [Бондюэль],91 кКал,"1,7 г","0,5 г",20 г
Бондюэль,Салат-коктейль Сомбреро [Бондюэль],62 кКал,"1,7 г","0,8 г","11,9 г"
